number,name,notice,count,measure,additive,allergen,cal,protein,fat,carbohydrates,salt
"18556","えびプリっとカツ","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦・えび","168.1","5","10.85","12.65","0.4"
"18557","大根葉お浸し","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","9.1","0.850","0.087","1.820","0.11"
"18558","照り焼きチキンステーキ(2個）","4℃以下で保存して下さい。 ","","(１食当たり)","リン酸塩(Na)、増粘剤（加工デンプン、キサンタン）、酒精、調味料（アミノ酸）、カラメル色素","小麦","152.0","13.120","8.800","5.040","1.20"
"18559","肉詰なす（3個）","4℃以下で保存して下さい。 ","","(１食当たり)","調味料（アミノ酸）、ピロリン酸Na","卵・小麦","50.3","2.850","1.650","6.375","0.38"
"18560","梅しそ竜田（3個）","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","234.4","12.069","15.994","9.558","1.05"
"18561","ロールキャベツコンソメ煮","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","73.3","2.543","3.799","7.979","0.63"
"18562","イカ天ぷら(2個）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","170.8","7.140","10.600","11.580","1.02"
"18563","あんかけ（大根）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","17.2","0.575","0.020","3.894","0.44"
"18564","とり天","4℃以下で保存して下さい。 ","","(１食当たり)","調味料（アミノ酸）、膨張剤","小麦","163.1","7.500","12.500","4.700","0.20"
"18565","ミニ千草焼き(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","リン酸塩(Na)、調味料（アミノ酸等）、ベーキングパウダー、着色料（カロチノイド）","卵","35.6","2.280","1.160","4.120","0.48"
"18566","あじの塩焼き","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)","","66.4","11.860","1.980","0.560","2.22"
"18567","菜の花","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","14.8","1.242","0.502","1.766","0.23"
"18568","国産若鳥の梅しそ竜田(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","187.0","8.046","14.126","6.372","0.70"
"18569","鱈のカレー焼き","4℃以下で保存して下さい。 ","","(１食当たり)","","","44.9","10.501","0.237","0.307","0.55"
"18570","カレイ味噌煮","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","65.6","9.766","0.754","4.848","0.78"
"18571","とんかつ","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","190.6","7.620","12.160","12.540","0.42"
"18572","おからの胡麻風味和え（ツナなし）","4℃以下で保存して下さい。 ","","(１食当たり)","消泡剤","乳成分・小麦","38.4","1.741","1.529","4.560","0.38"
"18573","赤魚味噌焼き","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","72.9","8.915","1.840","4.469","0.62"
"18574","グリルハンバーグ","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤、調味料（アミノ酸）、グリシン、リン酸塩(Na)、着色料（紅麹、ラック、カロチノイド）、香料","卵・乳成分・小麦","130.2","6.240","8.700","5.880","0.84"
"18575","カニカマ天ぷら磯辺揚げ(1個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦・えび・かに","27.8","1.020","0.640","4.320","0.24"
"18576","カニカマ天ぷら磯辺揚げ(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦・えび・かに","55.6","2.040","1.280","8.640","0.48"
"18577","フィッシュフライ","4℃以下で保存して下さい。 ","","(１食当たり)","調味料（アミノ酸）、増粘剤（グァーガム）","小麦","154.6","5.950","10.700","8.600","0.45"
"18578","添え　炒め（ポテト）","4℃以下で保存して下さい。 ","","(１食当たり)","","","22.4","0.628","0.036","5.065","0.23"
"18579","▲大根胡麻和え","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","18.7","0.530","0.594","3.109","0.28"
"18580","みりん焼き（鰤）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","159.7","12.895","10.560","1.428","0.17"
"18581","グリルハンバーグ80g","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","173.6","8.320","11.600","7.840","1.12"
"18582","カレールーフライ","4℃以下で保存して下さい。 ","","(１食当たり)","着色料（カラメル、アナトー）、加工デンプン、調味料（アミノ酸）、粘着多糖類","乳成分・小麦","177.6","2.600","13.500","11.500","0.65"
"18583","白身フライ","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","74.0","5.800","1.350","9.650","0.45"
"18584","あんかけ（大根）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","17.2","0.575","0.020","3.894","0.44"
"18585","カニカマ天ぷら磯辺揚げ(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦・えび・かに","55.6","2.040","1.280","8.640","0.48"
"18586","ささみフライ(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","加工デンプン、pH調整剤、増粘多糖類、調味料（アミノ酸）","小麦","216.3","7.372","12.128","19.380","0.84"
"18587","味噌汁具（キャベツ・人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","3.9","0.149","0.036","0.999","0.00"
"18588","味噌煮（鰆）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","108.1","10.352","4.984","4.292","0.60"
"18589","チキンカツ30g（2個）","4℃以下で保存して下さい。 ","","(１食当たり)","増粘剤（加工デンプン）、増粘多糖類","乳成分・小麦","194.8","7.38","14.26","8.88","1.08"
"18590","煮物（三角さつま揚2個）","4℃以下で保存して下さい。 ","","(１食当たり)","加工デンプン、ソルビトール、調味料（アミノ酸等）、pH調整剤","卵・小麦","117.2","4.320","1.640","23.680","6.28"
"18591","胡麻和え（からし菜）","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","27.6","1.880","1.109","3.310","0.40"
"18592","チキンカツ80ｇ","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","249.4","12.800","13.600","18.480","0.96"
"18593","スープ具（小松菜・人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","3.0","0.223","0.021","0.720","0.00"
"18594","味噌汁具（小松菜、油揚げ）","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)","","27.6","1.814","2.146","0.410","15.0"
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"28001","野菜炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","19.9","0.785","1.009","2.232","0.49"
"28002","もやし中華炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","22.3","1.982","1.021","1.436","0.05"
"28003","メンチカツ","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","216.4","5.880","15.100","14.520","0.78"
"28004","オムレツ","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","49.5","4.100","2.150","4.050","0.55"
"28005","卵スープ","4℃以下で保存して下さい。 ","","(１食当たり)","","卵、乳成分、小麦","39.7","1.465","0.765","6.12","0.89"
"28006","麻婆茄子（肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","","","39.7","1.465","0.765","6.12","0.89"
"28007","さわらみりん焼き","4℃以下で保存して下さい。 ","","(１食当たり)","","","111.3","12.119","5.820","1.299","0.23"
"28008","骨なし秋鮭","4℃以下で保存して下さい。 ","","(１食当たり)","","","79.8","13.380","2.460","0.060","2.03"
"28009","茄子の甘辛炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","44.5","1.524","0.110","11.230","0.66"
"28010","鶏の唐揚げ","4℃以下で保存して下さい。 ","","(１食当たり)","","","50.6","7.552","0.850","3.494","0.77"
"28011","いんげん","4℃以下で保存して下さい。 ","","(１食当たり)","","","14.7","0.407","0.205","2.942","0.01"
"28012","焼肉風野菜炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","66.4","1.531","1.261","12.2","1.32"
"28013","和風スパゲティ","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","47.8","1.447","0.732","8.492","0.31"
"28014","ほうれん草ピーナツ和え","4℃以下で保存して下さい。 ","","(１食当たり)","","落花生","30.4","1.378","1.733","2.308","0.00"
"28015","釜飯（肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","","","66.0","3.844","0.538","12.040","1.35"
"28016","さつま芋甘煮","4℃以下で保存して下さい。 ","","(１食当たり)","","","33.2","2.043","2.045","1.787","0.02"
"28018","白身フライ","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","86.4","11.340","0.840","7.700","0.91"
"28019","タルタルソース","4℃以下で保存して下さい。 ","","(１食当たり)","","","27.6","0.912","2.018","1.691","0.48"
"28020","チンジャオロース","4℃以下で保存して下さい。 ","","(１食当たり)","","","36.9","1.852","2.144","3.157","0.45"
"28021","和風マカロニ炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","47.8","1.447","0.732","8.492","0.31"
"28022","小松菜胡麻和え","4℃以下で保存して下さい。 ","","(１食当たり)","","ごま","22.3","1.982","1.021","1.436","0.05"
"28023","たまねぎの炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","","","47.7","0.841","3.087","3.907","0.19"
"28024","野菜コロッケ","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","74.0","5.800","1.350","9.650","0.45"
"28025","菜の花お浸し","4℃以下で保存して下さい。 ","","(１食当たり)","","","19.06","1.725","0.965","1.021","0.025"
"28026","カリフラワーゆかり和え","4℃以下で保存して下さい。 ","","(１食当たり)","","","22.3","1.982","1.021","1.436","0.05"
"28027","いんげん胡麻和え","4℃以下で保存して下さい。 ","","(１食当たり)","","","36.9","1.852","2.144","3.157","0.45"
"28028","とんかつ","4℃以下で保存して下さい。 ","","(１食当たり)","","","66.0","3.844","0.538","12.040","1.35"
"28029","フライのタレ","4℃以下で保存して下さい。 ","","(１食当たり)","","","30.4","1.378","1.733","2.308","0.00"
"28030","キャベツ味噌炒め（肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","","","66.0","3.844","0.538","12.040","1.35"
"28031","大根煮物","4℃以下で保存して下さい。 ","","(１食当たり)","","","36.9","1.852","2.144","3.157","0.45"
"28032","たまねぎの卵とじ","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","53.6","7.762","0.870","4.154","0.77"
"28033","豚丼","4℃以下で保存して下さい。 ","","(１食当たり)","","","74.0","5.800","1.350","9.650","0.45"
"28034","カリフラワー辛子風味","4℃以下で保存して下さい。 ","","(１食当たり)","","","47.8","1.447","0.732","8.492","0.31"
"28035","味噌汁（焼き麩・人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","19.06","1.725","0.965","1.021","0.025"
"28036","豚丼","4℃以下で保存して下さい。 ","","(１食当たり)","","","131.2","6.440","5.083","13.182","1.20"
"28037","回鍋肉（肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","","","74.0","5.800","1.350","9.650","0.45"
"28038","ほうれん草ピーナッツ和え","4℃以下で保存して下さい。 ","","(１食当たり)","","","22.3","1.982","1.021","1.436","0.05"
"28039","衣がサクサクコロッケ","4℃以下で保存して下さい。 ","","(１食当たり)","","","66.0","3.844","0.538","12.040","1.35"
"28040","ぶりの塩焼き","4℃以下で保存して下さい。 ","","(１食当たり)","","","79.8","13.380","2.460","0.060","2.03"
"28041","ほうれん草おかか和え","4℃以下で保存して下さい。 ","","(１食当たり)","","","36.9","1.852","2.144","3.157","0.45"
